;Ferrovia;Linha;A;B;Extensão (km);x;AB;Instalada;Trens;Utilizada
802;MRS;Ferrovia do Aço;FRL;FJO;9,618;;FRL - FJO;29,93603;28,71;0,959045004
803;MRS;Ferrovia do Aço;FJO;FJC;19,049;;FJO - FJC;62,54468;29,39;0,469904075
804;MRS;Ferrovia do Aço;FJC;FLF;4,159;;FJC - FLF;30,70905;10,49;0,341593113
805;MRS;Ferrovia do Aço;FLF;FLM;11,267;;FLF - FLM;17,6955;10,49;0,592806081
806;MRS;Ferrovia do Aço;FLM;FHC;13;;FLM - FHC;11,1835;10,49;0,937989002
807;MRS;Ferrovia do Aço;FHC;FPY;1,403;;FHC - FPY;12,4061;10,49;0,845551785
808;MRS;Ferrovia do Aço;FPY;FLO;5,193;;FPY - FLO;12,4061;10,49;0,845551785
809;MRS;Ferrovia do Aço;FLO;FBG;11,471;;FLO - FBG;5,0424;5,04;0,999524036
810;MRS;Ferrovia do Aço;FBG;FIU;9,991;;FBG - FIU;5,18462;5,04;0,97210596
811;MRS;Ferrovia do Aço;FIU;FOO;4,509;;FIU - FOO;5,04584;5,04;0,998842611
812;MRS;Ramal das Fábricas;IAA;IFA;19;;IAA - IFA;12,1022;0;0
813;MRS;Ligação Pereque - Cubatão;ICB;ZPG;3,292;;ICB - ZPG;13,06597;19,02;1,455689857
814;MRS;Ramal de Conceiçãozinha;IPG;IUF;1,86;;IPG - IUF;19,60304;18,74;0,955974175
815;MRS;Ramal de Conceiçãozinha;IUF;IBA;6,977;;IUF - IBA;14,6339;12,74;0,870581321
816;MRS;Ramal de Conceiçãozinha;IBA;ICZ;8,163;;IBA - ICZ;10,29933;10,3;1,000065053
817;MRS;Variante Rio Grande da Serra - Suzano;IRG;IOF;11;;IRG - IOF;13,16685;7,63;0,579485602
818;MRS;Variante Rio Grande da Serra - Suzano;IOF;ICR;3,25;;IOF - ICR;11,01251;7,63;0,692848406
819;MRS;Variante Rio Grande da Serra - Suzano;ICR;ISU;10,75;;ICR - ISU;11,01251;7,63;0,692848406
820;MRS;Variante Rio Grande da Serra - Suzano;ISU;OSU;3,8;;ISU - OSU;16,36363;0;0
821;MRS;Santos - Jundiaí;ISN;IQA;5;;ISN - IQA;29,97534;21,42;0,714587391
822;MRS;Santos - Jundiaí;IQA;ICB;7,248;;IQA - ICB;29,97534;21,42;0,714587391
823;MRS;Santos - Jundiaí;ICB;IAA;3,226;;ICB - IAA;10,6915;5,42;0,506944769
824;MRS;Santos - Jundiaí;IAA;ICU;1,9;;IAA - ICU;16,89966;16,9;1,000020119
825;MRS;Santos - Jundiaí;ICU;IPG;2,073;;ICU - IPG;16,89966;16,9;1,000020119
826;MRS;Santos - Jundiaí;IPG;IRS;3,027;;IPG - IRS;15,82997;7,33;0,463045729
827;MRS;Santos - Jundiaí;IRS;IPA;8,312;;IRS - IPA;17,61579;37,2;2,111741795
828;MRS;Santos - Jundiaí;IPA;ICG;4,257;;IPA - ICG;30,19899;6,32;0,209278522
829;MRS;Santos - Jundiaí;ICG;ISL;3,796;;ICG - ISL;19,62687;9,24;0,470783166
830;MRS;Santos - Jundiaí;ISL;IRG;2,744;;ISL - IRG;19,62687;9,24;0,470783166
831;MRS;Santos - Jundiaí;IRG;IKQ;2,891;;IRG - IKQ;17;0;0
832;MRS;Santos - Jundiaí;IKQ;IRP;1,526;;IKQ - IRP;17;0;0
833;MRS;Santos - Jundiaí;IRP;OGP;4,363;;IRP - OGP;17;0;0
834;MRS;Santos - Jundiaí;OGP;OMA;3,22;;OGP - OMA;17;0;0
835;MRS;Santos - Jundiaí;OMA;ICP;3,185;;OMA - ICP;17;0;0
836;MRS;Santos - Jundiaí;ICP;ISA;4,09;;ICP - ISA;17;0;0
837;MRS;Santos - Jundiaí;ISA;OPS;1,837;;ISA - OPS;25;0;0
838;MRS;Santos - Jundiaí;OPS;IUT;1,611;;OPS - IUT;25;0;0
839;MRS;Santos - Jundiaí;IUT;ISC;3,604;;IUT - ISC;25;0;0
840;MRS;Santos - Jundiaí;ISC;OTA;2,563;;ISC - OTA;25;0;0
841;MRS;Santos - Jundiaí;OTA;IIP;1,627;;OTA - IIP;25;0;0
842;MRS;Santos - Jundiaí;IIP;IMO;3,001;;IIP - IMO;25;0;0
843;MRS;Santos - Jundiaí;IMO;OBR;1,703;;IMO - OBR;18;0;0
844;MRS;Santos - Jundiaí;OBR;ORO;0,668;;OBR - ORO;18;0;0
845;MRS;Santos - Jundiaí;ORO;IPR;0,536;;ORO - IPR;18;0;0
846;MRS;Santos - Jundiaí;IPR;OLU;0,971;;IPR - OLU;18;0;0
847;MRS;Santos - Jundiaí;OLU;OBF;3,682;;OLU - OBF;18;0;0
848;MRS;Santos - Jundiaí;OBF;IAB;2,208;;OBF - IAB;18;0;0
849;MRS;Santos - Jundiaí;IAB;ILA;1,664;;IAB - ILA;18;0;0
850;MRS;Santos - Jundiaí;ILA;OPQ;2,161;;ILA - OPQ;22;0;0
851;MRS;Santos - Jundiaí;OPQ;IPB;2,05;;OPQ - IPB;22;0;0
852;MRS;Santos - Jundiaí;IPB;OVC;2,78;;IPB - OVC;22;0;0
853;MRS;Santos - Jundiaí;OVC;OJA;2,006;;OVC - OJA;22;0;0
854;MRS;Santos - Jundiaí;OJA;IPE;6,426;;OJA - IPE;22;0;0
855;MRS;Santos - Jundiaí;IPE;OCI;4,691;;IPE - OCI;22;0;0
856;MRS;Santos - Jundiaí;OCI;OFR;5,117;;OCI - OFR;22;0;0
857;MRS;Santos - Jundiaí;OFR;OBA;2,377;;OFR - OBA;22;0;0
858;MRS;Santos - Jundiaí;OBA;OFM;3,789;;OBA - OFM;22;0;0
859;MRS;Santos - Jundiaí;OFM;OCL;10,475;;OFM - OCL;22;0;0
860;MRS;Santos - Jundiaí;OCL;OVP;5,974;;OCL - OVP;22;0;0
861;MRS;Santos - Jundiaí;OVP;ZJY;5,13;;OVP - ZJY;22;0;0
862;MRS;CPTM (Jacarei - Bras);OSU;OCV;2,692;;OSU - OCV;14;0;0
863;MRS;CPTM (Jacarei - Bras);OCV;OIC;5,715;;OCV - OIC;14;0;0
864;MRS;CPTM (Jacarei - Bras);OIC;IEF;2,416;;OIC - IEF;14;0;0
865;MRS;CPTM (Jacarei - Bras);IEF;OCE;12,803;;IEF - OCE;8;0;0
866;MRS;CPTM (Jacarei - Bras);OCE;OSG;11,455;;OCE - OSG;8;0;0
867;MRS;CPTM (Jacarei - Bras);OSG;IES;4,447;;OSG - IES;8;0;0
868;MRS;CPTM (Jacarei - Bras);IES;OBR;1,892;;IES - OBR;8;0;0
869;MRS;Ramal de Mogi das Cruzes;FJI;FSZ;13,918;;FJI - FSZ;0;0;0
870;MRS;Ramal de Mogi das Cruzes;FSZ;FGA;5,382;;FSZ - FGA;5,4623;4,11;0,752430295
871;MRS;Ramal de Mogi das Cruzes;FGA;FCE;18,203;;FGA - FCE;5,4623;4,11;0,752430295
872;MRS;Ramal de Mogi das Cruzes;FCE;OMC;5,374;;FCE - OMC;14;0;0
873;MRS;Ramal de Mogi das Cruzes;OMC;OSU;12,228;;OMC - OSU;14;0;0
874;MRS;Posto km 64 - 452 (Linha do Centro);FQS;FHE;1,905;;FQS - FHE;50,83987;30,01;0,590284751
875;MRS;Posto km 64 - 452 (Linha do Centro);FHE;FMB;4,84;;FHE - FMB;95,34549;30,01;0,314750074
876;MRS;Posto km 64 - 452 (Linha do Centro);FMB;F39;5;;FMB - F39;65,97078;30,01;0,454898366
877;MRS;Posto km 64 - 452 (Linha do Centro);F39;FPD;6;;F39 - FPD;65,97078;30,01;0,454898366
878;MRS;Posto km 64 - 452 (Linha do Centro);FPD;FER;3,471;;FPD - FER;111,3669;30,01;0,269469654
879;MRS;Posto km 64 - 452 (Linha do Centro);FER;FHA;4,262;;FER - FHA;127,4266;30,01;0,235508128
880;MRS;Posto km 64 - 452 (Linha do Centro);FHA;FME;2,872;;FHA - FME;132,11993;51,86;0,392522158
881;MRS;Posto km 64 - 452 (Linha do Centro);FME;FMA;5;;FME - FMA;95,42541;51,86;0,543461118
882;MRS;Posto km 64 - 452 (Linha do Centro);FMA;FMG;2;;FMA - FMG;148,46695;51,86;0,34930333
883;MRS;Posto km 64 - 452 (Linha do Centro);FMG;FSB;2,679;;FMG - FSB;72,34547;51,86;0,716838248
884;MRS;Posto km 64 - 452 (Linha do Centro);FSB;FBP;6,185;;FSB - FBP;59,01722;51,86;0,878726582
885;MRS;Posto km 64 - 452 (Linha do Centro);FBP;FDQ;1,5;;FBP - FDQ;81,74586;29,77;0,364177464
886;MRS;Posto km 64 - 452 (Linha do Centro);FDQ;FAT;5,592;;FDQ - FAT;40,87293;29,77;0,728354928
887;MRS;Posto km 64 - 452 (Linha do Centro);FAT;FDR;5,877;;FAT - FDR;67,10669;29,77;0,44362194
888;MRS;Posto km 64 - 452 (Linha do Centro);FDR;FVS;7,059;;FDR - FVS;33,01631;29,77;0,901675566
889;MRS;Posto km 64 - 452 (Linha do Centro);FVS;FBJ;3,625;;FVS - FBJ;33,01631;29,77;0,901675566
890;MRS;Posto km 64 - 452 (Linha do Centro);FBJ;FBL;14,661;;FBJ - FBL;31,72358;29,77;0,938418678
891;MRS;Posto km 64 - 452 (Linha do Centro);FBL;FAI;7,095;;FBL - FAI;57,25674;29,77;0,519938788
892;MRS;Posto km 64 - 452 (Linha do Centro);FAI;FSL;5,315;;FAI - FSL;67,94683;29,77;0,438136702
893;MRS;Posto km 64 - 452 (Linha do Centro);FSL;FNC;3;;FSL - FNC;67,94683;29,77;0,438136702
894;MRS;Posto km 64 - 452 (Linha do Centro);FNC;FNY;3,324;;FNC - FNY;61,89058;29,77;0,481010196
895;MRS;Posto km 64 - 452 (Linha do Centro);FNY;FAP;4,682;;FNY - FAP;61,89058;29,77;0,481010196
896;MRS;Posto km 64 - 452 (Linha do Centro);FAP;FVC;7,538;;FAP - FVC;41,54564;29,77;0,716561353
897;MRS;Posto km 64 - 452 (Linha do Centro);FVC;FPS;9,46;;FVC - FPS;44,88879;29,77;0,66319453
898;MRS;Posto km 64 - 452 (Linha do Centro);FPS;FBN;5,23;;FPS - FBN;44,88879;29,77;0,66319453
899;MRS;Posto km 64 - 452 (Linha do Centro);FBN;FCQ;1,539;;FBN - FCQ;31,08705;0;0
900;MRS;Posto km 64 - 452 (Linha do Centro);FCQ;FTR;3,613;;FCQ - FTR;31,08705;0;0
901;MRS;Posto km 64 - 452 (Linha do Centro);FTR;FFP;6,819;;FTR - FFP;37,60892;29,39;0,781463546
902;MRS;Posto km 64 - 452 (Linha do Centro);FFP;FSR;7,646;;FFP - FSR;51,08124;29,39;0,575357998
903;MRS;Posto km 64 - 452 (Linha do Centro);FSR;FSA;4,93;;FSR - FSA;63,01958;29,39;0,466362994
904;MRS;Posto km 64 - 452 (Linha do Centro);FSA;FPN;4,99;;FSA - FPN;32,15159;29,39;0,914107203
905;MRS;Posto km 64 - 452 (Linha do Centro);FPN;FUN;3,526;;FPN - FUN;32,15159;29,39;0,914107203
906;MRS;Posto km 64 - 452 (Linha do Centro);FUN;FAA;3,662;;FUN - FAA;32,15159;29,39;0,914107203
907;MRS;Posto km 64 - 452 (Linha do Centro);FAA;FDD;2;;FAA - FDD;45,71778;29,39;0,642857112
908;MRS;Posto km 64 - 452 (Linha do Centro);FDD;FSI;6,871;;FDD - FSI;49,63824;29,39;0,592083845
909;MRS;Posto km 64 - 452 (Linha do Centro);FSI;FOT;7,026;;FSI - FOT;45,71778;29,39;0,642857112
910;MRS;Posto km 64 - 452 (Linha do Centro);FOT;FDC;4,913;;FOT - FDC;66,67561;29,39;0,440790868
911;MRS;Posto km 64 - 452 (Linha do Centro);FDC;FMT;2,86;;FDC - FMT;100,63091;29,39;0,292057381
912;MRS;Posto km 64 - 452 (Linha do Centro);FMT;FCI;3,428;;FMT - FCI;53,57847;29,39;0,548541233
913;MRS;Posto km 64 - 452 (Linha do Centro);FCI;FDS;4,711;;FCI - FDS;53,57847;29,39;0,548541233
914;MRS;Posto km 64 - 452 (Linha do Centro);FDS;FRT;5,233;;FDS - FRT;67,21106;29,39;0,437279222
915;MRS;Posto km 64 - 452 (Linha do Centro);FRT;FDU;4,767;;FRT - FDU;57,32205;29,39;0,512717183
916;MRS;Posto km 64 - 452 (Linha do Centro);FDU;FJF;4,077;;FDU - FJF;32,12355;29,39;0,914905109
917;MRS;Posto km 64 - 452 (Linha do Centro);FJF;FMP;1,99;;FJF - FMP;32,12355;29,39;0,914905109
918;MRS;Posto km 64 - 452 (Linha do Centro);FMP;FFB;4,509;;FMP - FFB;32,12355;29,39;0,914905109
919;MRS;Posto km 64 - 452 (Linha do Centro);FFB;FBF;7,005;;FFB - FBF;41,58304;29,39;0,706778533
920;MRS;Posto km 64 - 452 (Linha do Centro);FBF;FDT;5,189;;FBF - FDT;51,16775;29,39;0,574385233
921;MRS;Posto km 64 - 452 (Linha do Centro);FDT;FDN;4,228;;FDT - FDN;81,45929;29,71;0,364722059
922;MRS;Posto km 64 - 452 (Linha do Centro);FDN;FCD;5,201;;FDN - FCD;34,25009;29,64;0,865399186
923;MRS;Posto km 64 - 452 (Linha do Centro);FCD;FEB;6,813;;FCD - FEB;35,10486;29,39;0,837206016
924;MRS;Posto km 64 - 452 (Linha do Centro);FEB;FSM;5,985;;FEB - FSM;71,07768;29,39;0,413491268
925;MRS;Posto km 64 - 452 (Linha do Centro);FSM;FSD;6;;FSM - FSD;52,63565;29,39;0,55836681
926;MRS;Posto km 64 - 452 (Linha do Centro);FSD;FRV;8,331;;FSD - FRV;50,1521;29,39;0,586017335
927;MRS;Posto km 64 - 452 (Linha do Centro);FRV;FMQ;5,026;;FRV - FMQ;67,26744;29,39;0,436912717
928;MRS;Posto km 64 - 452 (Linha do Centro);FMQ;FRD;9,058;;FMQ - FRD;50,10948;29,39;0,586515765
929;MRS;Posto km 64 - 452 (Linha do Centro);FRD;FQT;3,583;;FRD - FQT;43,79569;29,39;0,671070601
930;MRS;Posto km 64 - 452 (Linha do Centro);FQT;FJA;3,654;;FQT - FJA;46,2983;29,39;0,634796526
931;MRS;Posto km 64 - 452 (Linha do Centro);FJA;FLJ;5,346;;FJA - FLJ;58,69184;29,39;0,500751041
932;MRS;Posto km 64 - 452 (Linha do Centro);FLJ;FAS;6,252;;FLJ - FAS;57,38226;29,39;0,5121792
933;MRS;Posto km 64 - 452 (Linha do Centro);FAS;FSF;5,13;;FAS - FSF;72,19765;29,39;0,407076962
934;MRS;Posto km 64 - 452 (Linha do Centro);FSF;FTT;4,618;;FSF - FTT;34,40425;29,39;0,854254925
935;MRS;Posto km 64 - 452 (Linha do Centro);FTT;FBC;5,192;;FTT - FBC;34,40425;29,39;0,854254925
936;MRS;Posto km 64 - 452 (Linha do Centro);FBC;FDB;6,645;;FBC - FDB;31,1863;29,39;0,94240099
937;MRS;Posto km 64 - 452 (Linha do Centro);FDB;FCH;7,161;;FDB - FCH;51,67671;29,39;0,568728156
938;MRS;Posto km 64 - 452 (Linha do Centro);FCH;FEV;6,485;;FCH - FEV;54,53639;29,39;0,538906224
939;MRS;Posto km 64 - 452 (Linha do Centro);FEV;FET;10,992;;FEV - FET;36,37259;29,39;0,808026044
940;MRS;Posto km 64 - 452 (Linha do Centro);FET;FCN;5,529;;FET - FCN;68,45967;29,39;0,429303851
941;MRS;Posto km 64 - 452 (Linha do Centro);FCN;FCM;5,521;;FCN - FCM;52,50143;29,39;0,559794276
942;MRS;Posto km 64 - 452 (Linha do Centro);FCM;FPC;1;;FCM - FPC;52,50143;29,39;0,559794276
943;MRS;Posto km 64 - 452 (Linha do Centro);FPC;FIL;3,37;;FPC - FIL;52,50143;29,39;0,559794276
944;MRS;Posto km 64 - 452 (Linha do Centro);FIL;FCY;6,196;;FIL - FCY;56,23927;29,39;0,522588576
945;MRS;Posto km 64 - 452 (Linha do Centro);FCY;FHP;4,904;;FCY - FHP;33,00151;29,39;0,89056531
946;MRS;Posto km 64 - 452 (Linha do Centro);FHP;FPE;5,925;;FHP - FPE;33,00151;29,39;0,89056531
947;MRS;Posto km 64 - 452 (Linha do Centro);FPE;FQC;11;;FPE - FQC;33,01631;29,39;0,890166103
948;MRS;Ligação Caetano Lopes - Alça Dupla;FLA;FLP;7;;FLA - FLP;63,74638;22,44;0,352019989
949;RMN;Marco Inicial - Rondonópolis;TMI;TPD;20;;TMI - TPD;45,64522;12,8;0,280423668
950;RMN;Marco Inicial - Rondonópolis;TPD;TAP;2,312;;TPD - TAP;20,64096;12,8;0,620126196
951;RMN;Marco Inicial - Rondonópolis;TAP;TQI;36,11;;TAP - TQI;13,87571;12,1;0,872027449
952;RMN;Marco Inicial - Rondonópolis;TQI;TIN;48,07;;TQI - TIN;17,89195;12,1;0,676281792
953;RMN;Marco Inicial - Rondonópolis;TIN;TMO;35,752;;TIN - TMO;13,99894;12,1;0,864351158
954;RMN;Marco Inicial - Rondonópolis;TMO;TID;43,698;;TMO - TID;19,12576;12,1;0,632654598
955;RMN;Marco Inicial - Rondonópolis;TID;TVI;38,349;;TID - TVI;13,75663;12,1;0,879575885
956;RMN;Marco Inicial - Rondonópolis;TVI;TJA;37,365;;TVI - TJA;13,79476;12,1;0,877144655
957;RMN;Marco Inicial - Rondonópolis;TJA;TCS;25,644;;TJA - TCS;15,52986;12,1;0,779144178
958;RMN;Marco Inicial - Rondonópolis;TCS;THE;12,596;;TCS - THE;20,5245;12,1;0,589539331
959;RMN;Marco Inicial - Rondonópolis;THE;TLA;34,792;;THE - TLA;13,64549;12,1;0,886739868
960;RMN;Marco Inicial - Rondonópolis;TLA;TBA;39,65;;TLA - TBA;13,53031;12,1;0,894288453
961;RMN;Marco Inicial - Rondonópolis;TBA;TOM;24,536;;TBA - TOM;14,22636;12,1;0,850533798
962;RMN;Marco Inicial - Rondonópolis;TOM;TVL;50,743;;TOM - TVL;13,0325;11,5;0,882409361
963;RMN;Marco Inicial - Rondonópolis;TVL;TAG;46,914;;TVL - TAG;13,75663;11,5;0,835960551
964;RMN;Marco Inicial - Rondonópolis;TAG;TBE;28,464;;TAG - TBE;12,11592;11;0,907896388
965;RMN;Marco Inicial - Rondonópolis;TBE;TEP;31,543;;TBE - TEP;12,5834;11;0,874167554
966;RMN;Marco Inicial - Rondonópolis;TEP;TMJ;30,899;;TEP - TMJ;12,30028;11;0,894288585
967;RMN;Marco Inicial - Rondonópolis;TMJ;TIQ;23,864;;TMJ - TIQ;18,08007;11;0,608404724
968;RMN;Marco Inicial - Rondonópolis;TIQ;TSB;12,36;;TIQ - TSB;21,64726;11;0,508147451
969;RMN;Marco Inicial - Rondonópolis;TSB;TBS;26,6;;TSB - TBS;12,11437;11;0,90801255
970;RMN;Marco Inicial - Rondonópolis;TBS;TAL;26,22;;TBS - TAL;12,93624;11;0,85032436
971;RMN;Marco Inicial - Rondonópolis;TAL;TSF;25,44;;TAL - TSF;14,95759;11;0,73541259
972;RMN;Marco Inicial - Rondonópolis;TSF;TRO;33,34;;TSF - TRO;12,6575;11;0,86904997
973;RMO;Contorno de Três Lagoas;JJP;JGI;19,67;;JJP - JGI;5,67901;0,36;0,063391331
974;RMO;Ramal de Ladário;JCB;JLA;6;;JCB - JLA;7,40878;2,5;0,337437473
975;RMO;Ramal de Porto Esperança;JKE;JPC;4,3;;JKE - JPC;8,54325;3,13;0,366371112
976;RMO;Ramal Posto km 903;JKQ;JMD;4;;JKQ - JMD;15,45239;0;0
977;RMO;Ramal Posto km 903;JMD;JIB;6,182;;JMD - JIB;45,36;0;0
978;RMO;Mairinque - Bauru;ZMK;ZXY;4,452;;ZMK - ZXY;29,06505;2,34;0,080509065
979;RMO;Mairinque - Bauru;ZXY;ZAL;5,39;;ZXY - ZAL;25,85597;2,34;0,090501343
980;RMO;Mairinque - Bauru;ZAL;ZYF;10,694;;ZAL - ZYF;12,11035;2,34;0,193223152
981;RMO;Mairinque - Bauru;ZYF;ZBT;3,786;;ZYF - ZBT;25,62772;2,34;0,091307381
982;RMO;Mairinque - Bauru;ZBT;ZSS;11,186;;ZBT - ZSS;10,45376;2,34;0,223842904
983;RMO;Mairinque - Bauru;ZSS;ZLO;7,706;;ZSS - ZLO;9,4239;2,34;0,248304842
984;RMO;Mairinque - Bauru;ZLO;ZGO;7,801;;ZLO - ZGO;9,4239;2,34;0,248304842
985;RMO;Mairinque - Bauru;ZGO;ZVE;3,989;;ZGO - ZVE;8,00833;2,34;0,292195751
986;RMO;Mairinque - Bauru;ZVE;ZVB;9,858;;ZVE - ZVB;8,00833;2,34;0,292195751
987;RMO;Mairinque - Bauru;ZVB;ZIE;5,918;;ZVB - ZIE;17,76752;2,34;0,131700991
988;RMO;Mairinque - Bauru;ZIE;ZBX;8,233;;ZIE - ZBX;16,46259;2,34;0,142140453
989;RMO;Mairinque - Bauru;ZBX;ZWO;7,786;;ZBX - ZWO;18,72676;2,34;0,124954877
990;RMO;Mairinque - Bauru;ZWO;ZCQ;8,336;;ZWO - ZCQ;16,90421;2,34;0,138427055
991;RMO;Mairinque - Bauru;ZCQ;ZJM;11,172;;ZCQ - ZJM;12,93346;2,34;0,180926063
992;RMO;Mairinque - Bauru;ZJM;ZLJ;11,19;;ZJM - ZLJ;14,18426;2,34;0,164971595
993;RMO;Mairinque - Bauru;ZLJ;ZMI;5,906;;ZLJ - ZMI;21,33694;2,34;0,109668959
994;RMO;Mairinque - Bauru;ZMI;ZXR;6,174;;ZMI - ZXR;22,06237;2,34;0,106062948
995;RMO;Mairinque - Bauru;ZXR;ZCN;7,718;;ZXR - ZCN;15,02774;2,34;0,155712037
996;RMO;Mairinque - Bauru;ZCN;ZJZ;12,343;;ZCN - ZJZ;12,0501;2,34;0,19418926
997;RMO;Mairinque - Bauru;ZJZ;ZUT;7,306;;ZJZ - ZUT;20,38724;2,34;0,114777675
998;RMO;Mairinque - Bauru;ZUT;ZEX;7,191;;ZUT - ZEX;15,8347;2,34;0,147776718
999;RMO;Mairinque - Bauru;ZEX;ZCO;11,819;;ZEX - ZCO;10,66226;2,34;0,219465667
1000;RMO;Mairinque - Bauru;ZCO;ZAW;9,541;;ZCO - ZAW;12,59484;2,34;0,185790371
1001;RMO;Mairinque - Bauru;ZAW;ZBC;14,2;;ZAW - ZBC;9,84869;2,34;0,237595051
1002;RMO;Mairinque - Bauru;ZBC;ZRJ;6,125;;ZBC - ZRJ;12,60762;2,34;0,185602041
1003;RMO;Mairinque - Bauru;ZRJ;ZTL;12,399;;ZRJ - ZTL;9,85753;2,34;0,237381981
1004;RMO;Mairinque - Bauru;ZTL;ZSN;13,4;;ZTL - ZSN;8,30547;2,34;0,281742033
1005;RMO;Mairinque - Bauru;ZSN;ZRA;11,7;;ZSN - ZRA;10,92492;2,34;0,214189211
1006;RMO;Mairinque - Bauru;ZRA;ZXN;13;;ZRA - ZXN;8,27948;2,34;0,282626445
1007;RMO;Mairinque - Bauru;ZXN;ZLN;16,5;;ZXN - ZLN;6,99278;2,34;0,334630862
1008;RMO;Mairinque - Bauru;ZLN;ZAO;24,8;;ZLN - ZAO;5,15753;2,34;0,453705553
1009;RMO;Mairinque - Bauru;ZAO;ZBU;21,786;;ZAO - ZBU;5,92684;2,34;0,3948141
1010;RMO;Bauru - Corumbá;ZBU;JCR;5;;ZBU - JCR;29,58996;2,74;0,092598976
1011;RMO;Bauru - Corumbá;JCR;JVP;4,225;;JCR - JVP;29,58996;2,74;0,092598976
1012;RMO;Bauru - Corumbá;JVP;JTC;12,033;;JVP - JTC;6,00823;2,74;0,45604113
1013;RMO;Bauru - Corumbá;JTC;JNG;7,651;;JTC - JNG;6,00823;2,74;0,45604113
1014;RMO;Bauru - Corumbá;JNG;JAI;13,349;;JNG - JAI;8,89658;2,74;0,307983517
1015;RMO;Bauru - Corumbá;JAI;JRI;6,471;;JAI - JRI;16,33728;2,74;0,167714577
1016;RMO;Bauru - Corumbá;JRI;JRA;9,392;;JRI - JRA;4,52634;2,74;0,605345599
1017;RMO;Bauru - Corumbá;JRA;JPY;15,379;;JRA - JPY;4,52634;2,74;0,605345599
1018;RMO;Bauru - Corumbá;JPY;JGN;22,688;;JPY - JGN;4,70846;2,74;0,581931247
1019;RMO;Bauru - Corumbá;JGN;JCF;13,248;;JGN - JCF;9,39592;2,74;0,291615935
1020;RMO;Bauru - Corumbá;JCF;JLB;22,753;;JCF - JLB;5,2484;2,74;0,522063867
1021;RMO;Bauru - Corumbá;JLB;JGU;10,26;;JLB - JGU;5,43037;2,74;0,50456967
1022;RMO;Bauru - Corumbá;JGU;JPM;10,897;;JGU - JPM;5,43037;2,74;0,50456967
1023;RMO;Bauru - Corumbá;JPM;JAV;12,253;;JPM - JAV;3,71024;2,74;0,738496701
1024;RMO;Bauru - Corumbá;JAV;JPN;16,344;;JAV - JPN;3,71024;2,74;0,738496701
1025;RMO;Bauru - Corumbá;JPN;JGO;16,211;;JPN - JGO;5,8161;2,74;0,471106068
1026;RMO;Bauru - Corumbá;JGO;JCO;8,782;;JGO - JCO;4,89851;2,74;0,559353763
1027;RMO;Bauru - Corumbá;JCO;JBG;9,586;;JCO - JBG;4,89851;2,74;0,559353763
1028;RMO;Bauru - Corumbá;JBG;JAR;20,487;;JBG - JAR;4,21104;2,74;0,650670618
1029;RMO;Bauru - Corumbá;JAR;JFL;14,505;;JAR - JFL;4,6907;2,74;0,584134564
1030;RMO;Bauru - Corumbá;JFL;JGR;5,585;;JFL - JGR;4,6907;2,74;0,584134564
1031;RMO;Bauru - Corumbá;JGR;JBE;28,47;;JGR - JBE;2,96091;2,74;0,92539118
1032;RMO;Bauru - Corumbá;JBE;JVA;7,197;;JBE - JVA;2,96091;2,74;0,92539118
1033;RMO;Bauru - Corumbá;JVA;JGY;9;;JVA - JGY;2,84394;2,74;0,963452112
1034;RMO;Bauru - Corumbá;JGY;JLV;13;;JGY - JLV;2,84394;2,74;0,963452112
1035;RMO;Bauru - Corumbá;JLV;JMP;8,817;;JLV - JMP;2,84394;2,74;0,963452112
1036;RMO;Bauru - Corumbá;JMP;JGC;21;;JMP - JGC;4,84811;2,74;0,565168695
1037;RMO;Bauru - Corumbá;JGC;JPT;18;;JGC - JPT;4,19133;2,74;0,653730439
1038;RMO;Bauru - Corumbá;JPT;JDR;7,127;;JPT - JDR;4,19133;2,74;0,653730439
1039;RMO;Bauru - Corumbá;JDR;JAS;19,331;;JDR - JAS;6,25398;2,74;0,438121005
1040;RMO;Bauru - Corumbá;JAS;JJQ;10;;JAS - JJQ;5,5569;2,74;0,493080674
1041;RMO;Bauru - Corumbá;JJQ;JJP;10,925;;JJQ - JJP;5,5569;2,74;0,493080674
1042;RMO;Bauru - Corumbá;JJP;JLG;8,793;;JJP - JLG;11,67081;2,74;0,234773765
1043;RMO;Bauru - Corumbá;JLG;JGI;13,426;;JLG - JGI;10,12165;0,36;0,035567324
1044;RMO;Bauru - Corumbá;JGI;JKF;25;;JGI - JKF;3,01521;0,36;0,119394669
1045;RMO;Bauru - Corumbá;JKF;JAU;9,839;;JKF - JAU;3,01521;0,36;0,119394669
1046;RMO;Bauru - Corumbá;JAU;JPB;12,369;;JAU - JPB;8,65535;0,36;0,041592772
1047;RMO;Bauru - Corumbá;JPB;JGA;27,062;;JPB - JGA;3,72045;0,36;0,096762488
1048;RMO;Bauru - Corumbá;JGA;JSF;15;;JGA - JSF;3,68969;0,36;0,097569172
1049;RMO;Bauru - Corumbá;JSF;JRN;11,385;;JSF - JRN;3,68969;0,36;0,097569172
1050;RMO;Bauru - Corumbá;JRN;JPK;20,448;;JRN - JPK;5,30598;0,36;0,067847975
1051;RMO;Bauru - Corumbá;JPK;JFR;22;;JPK - JFR;3,04068;0,36;0,11839457
1052;RMO;Bauru - Corumbá;JFR;JMV;11,495;;JFR - JMV;3,04068;0,36;0,11839457
